num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint,anio
1972,25,2016,12,3,5,1603,16,2,99,1,24,1,3,999,8,9999,4,3,3,5,3,2,6,2,1,2016
1973,25,2016,12,3,5,1603,16,2,99,1,29,1,3,999,8,9999,4,4,4,6,3,2,6,2,1,2016
1974,25,2016,12,3,5,1603,16,2,99,1,40,1,3,999,8,9999,4,7,7,9,3,2,6,2,1,2016
1975,25,2016,12,3,5,1603,16,2,99,2,45,1,3,999,8,9999,4,8,8,10,3,2,6,2,1,2016
1976,25,2016,12,3,5,1603,16,2,99,2,54,1,3,999,8,9999,4,9,9,11,3,2,6,2,1,2016
1977,25,2016,12,3,5,1603,16,2,99,2,28,1,3,999,8,9999,4,4,4,6,3,2,6,2,1,2016
1978,25,2016,12,3,5,1603,16,2,99,2,23,1,3,999,8,9999,4,3,3,5,3,2,6,2,1,2016
1979,25,2016,12,3,5,1603,16,2,99,2,15,2,3,999,8,9999,4,2,2,4,3,2,6,2,1,2016
1980,25,2016,12,3,5,1603,16,2,99,1,15,2,3,999,8,9999,4,2,2,4,3,2,6,2,1,2016
1981,25,2016,12,3,5,1603,16,2,99,1,11,2,3,999,8,9999,4,1,1,3,3,2,6,2,1,2016
1982,25,2016,12,3,5,1603,16,2,99,2,10,2,3,999,8,9999,4,1,1,3,3,2,6,2,1,2016
1983,25,2016,12,3,5,1603,16,2,99,1,2,2,3,999,8,9999,4,1,1,1,3,2,6,2,1,2016
1984,25,2016,12,3,5,1603,16,2,99,2,6,2,3,999,8,9999,4,1,1,2,3,2,6,2,1,2016
1985,25,2016,12,3,5,1603,16,2,99,1,9,2,3,999,8,9999,4,1,1,2,3,2,6,2,1,2016
1986,25,2016,12,3,5,1603,16,2,99,2,9,2,3,999,8,9999,4,1,1,2,3,2,6,2,1,2016
1987,25,2016,12,3,5,1603,16,2,99,2,1,2,3,999,8,9999,4,1,1,1,3,2,6,2,1,2016
1988,25,2016,18,3,5,1711,17,2,99,1,68,1,1,69,4,9999,2,12,11,14,4,3,6,1,2,2016
1989,25,2016,18,3,5,1711,17,2,99,2,32,1,1,69,4,9999,2,5,5,7,4,3,6,2,1,2016
1990,25,2016,18,3,5,1711,17,2,99,2,13,2,1,69,4,9999,2,1,1,3,4,3,6,2,1,2016
1991,25,2016,18,3,5,1711,17,2,99,1,15,2,1,69,4,9999,2,2,2,4,4,3,6,2,1,2016
1992,25,2016,18,3,5,1711,17,2,99,1,6,2,1,69,4,9999,2,1,1,2,4,3,6,2,1,2016
1993,25,2016,23,3,5,1703,17,2,99,1,39,1,4,999,99,9999,4,6,6,8,4,3,6,2,1,2016
1994,25,2016,19,3,5,401,4,2,99,1,27,1,4,77,3,9999,1,4,4,6,4,3,6,2,1,2016
1995,26,2016,20,3,6,101,1,1,7,1,34,1,4,6,1,9999,1,5,5,7,4,3,6,2,2,2016
1996,26,2016,15,3,6,2103,21,2,99,2,19,1,4,999,9,9999,1,2,2,4,3,2,6,2,1,2016
1997,26,2016,1,3,6,2103,21,2,99,1,19,1,4,32,1,9999,1,2,2,4,1,1,6,1,2,2016
1998,26,2016,0,3,6,501,5,2,99,1,29,1,99,999,1,9999,2,4,4,6,1,1,6,2,1,2016
1999,26,2016,1,3,6,502,5,2,99,1,43,1,4,67,3,9999,1,7,7,9,1,1,6,2,1,2016
2000,26,2016,1,3,6,502,5,2,99,1,35,1,4,67,3,9999,1,6,6,8,1,1,6,2,1,2016
2001,26,2016,23,3,6,510,5,2,99,1,19,1,3,999,99,9999,2,2,2,4,4,3,6,2,1,2016
2002,26,2016,16,3,6,1003,10,1,99,1,37,1,3,48,2,2011,1,6,6,8,3,2,5,2,1,2016
2003,26,2016,16,3,6,1003,10,1,99,1,16,2,2,999,8,9999,1,2,2,4,3,2,6,2,1,2016
2004,26,2016,16,3,6,1003,10,1,99,1,18,1,2,999,8,9999,1,2,2,4,3,2,6,2,1,2016
2005,26,2016,20,3,6,1504,15,2,99,2,49,1,3,999,99,9999,3,8,8,10,4,3,6,2,1,2016
2006,26,2016,20,3,6,1504,15,2,99,1,14,2,3,999,99,9999,3,1,1,3,4,3,6,2,1,2016
2007,27,2016,12,3,7,101,1,1,1,1,27,1,3,69,5,9999,1,4,4,6,3,2,6,2,2,2016
2008,27,2016,12,3,7,101,1,1,1,2,39,1,1,28,4,9999,1,6,6,8,3,2,6,2,2,2016
2009,27,2016,12,3,7,101,1,1,1,1,6,2,1,28,4,9999,1,1,1,2,3,2,6,2,2,2016
2010,27,2016,12,3,7,101,1,1,1,2,60,1,1,28,4,9999,1,11,11,13,3,2,6,2,2,2016
2011,27,2016,22,3,7,101,1,1,1,1,39,1,4,64,1,9999,1,6,6,8,4,3,6,2,1,2016
2012,27,2016,12,3,7,101,1,1,5,1,35,1,4,999,3,9999,1,6,6,8,3,2,6,2,1,2016
2013,27,2016,23,3,7,101,1,1,11,1,28,1,4,6,99,9999,1,4,4,6,4,3,6,2,1,2016
2014,27,2016,8,3,7,110,1,2,99,1,19,1,3,69,1,9999,3,2,2,4,2,1,6,2,1,2016
2015,27,2016,8,3,7,110,1,2,99,1,17,2,3,69,1,9999,3,2,2,4,2,1,6,2,1,2016
2016,27,2016,8,3,7,110,1,2,99,2,70,1,3,69,1,9999,3,13,11,15,2,1,6,2,1,2016
2017,27,2016,8,3,7,110,1,2,99,2,20,1,3,69,1,9999,3,3,3,5,2,1,6,2,1,2016
2018,27,2016,8,3,7,110,1,2,99,2,17,2,3,69,1,9999,3,2,2,4,2,1,6,2,1,2016
2019,27,2016,8,3,7,110,1,2,99,2,22,1,3,69,1,9999,3,3,3,5,2,1,6,1,2,2016
2020,27,2016,23,3,7,113,1,2,99,1,28,1,4,999,99,9999,1,4,4,6,4,3,6,2,1,2016
2021,27,2016,20,3,7,2001,20,1,99,1,41,1,4,67,5,9999,4,7,7,9,4,3,6,2,1,2016
2022,27,2016,19,3,7,501,5,1,99,2,27,1,4,27,1,2008,1,4,4,6,4,3,4,2,1,2016
2023,27,2016,23,3,7,509,5,2,99,1,23,1,4,6,5,9999,4,3,3,5,4,3,6,1,2,2016
2024,27,2016,23,3,7,509,5,2,99,1,14,2,4,6,5,9999,4,1,1,3,4,3,6,2,1,2016
2025,27,2016,12,3,7,501,5,2,99,1,33,1,4,999,99,9999,1,5,5,7,3,2,6,2,1,2016
2026,27,2016,18,3,7,1101,11,2,99,2,19,1,4,76,1,2012,1,2,2,4,4,3,5,2,2,2016
2027,27,2016,18,3,7,1101,11,2,99,2,3,2,4,76,1,2012,1,1,1,1,4,3,5,2,2,2016
2028,27,2016,10,3,7,1102,11,2,99,2,14,2,4,999,99,9999,1,1,1,3,2,1,6,2,1,2016
2029,27,2016,10,3,7,1102,11,2,99,1,69,1,4,999,99,9999,1,12,11,14,2,1,6,2,1,2016
